Company_Name,Long_Term_Beta,Daily_One_Month_Range,Daily_Three_Month_Range,Weekly_One_Year_Range,Weekly_Two_Year_Range,two_Week_Two_Year_Range,Monthly_Two_Year_Range,1_month_return,12_month_return
VIVIDHA,0.065,0.916,0.504,1.35,1.51,1.59,0.241,4.166662527455388,31.578949019519264
INSECTICID,0.403,2.4,0.335,0.061,0.369,0.313,1.25,4.182290262577344,10.35746498046614
GTECJAINX,0.0,0.921,0.452,1.51,0.285,0.477,1.4,4.190917823251179,27.857142857142858
REDINGTON,0.92,2.07,1.45,0.654,1.1,1.43,1.25,4.209541567602894,36.19451721177259
UPL,0.943,1.6,1.42,1.44,1.2,1.14,1.54,4.238272241120849,-31.385302765849605
DHANBANK,0.949,2.67,2.76,1.25,1.41,0.985,0.664,4.239132093346637,213.39869389005804
SAIL,1.19,3.74,2.79,1.77,1.68,1.71,1.42,4.242422066482844,79.5305793300321
TBZ,1.53,2.42,1.51,0.209,1.16,0.981,-0.235,4.286958675115292,80.60605598218513
TATATECH,0.0,1.37,0.776,0.0,0.0,0.0,0.0,4.295883150289339,-14.573493951708874
GREENPLY,1.42,2.3,1.03,0.663,0.786,0.92,1.68,4.313885837925267,90.58489160001469
DECCANCE,1.4,3.0,1.42,0.89,1.03,1.07,0.886,4.315710759926938,42.05470634660091
SUPERSPIN,0.717,1.3,0.603,1.28,0.99,1.04,0.426,4.3209803865701,20.714282989501953
NBCC,1.17,3.92,2.72,1.72,1.97,1.71,1.28,4.336349724985081,278.3964164023005
ASKAUTOLTD,0.0,2.76,1.26,0.0,0.0,0.0,0.0,4.346301678791663,-3.611742014378591
GANGOTRI,0.0,-0.14,-0.095,0.366,0.0,0.0,0.083,4.347832396711109,20.000004768371586
SMCGLOBAL,0.0,1.9,0.667,0.852,0.675,0.404,0.0343,4.363347772186588,81.95020400979011
URJA,3.16,3.03,1.95,1.44,2.02,2.06,1.49,4.366812299816886,212.41829177235255
PPAP,0.583,2.99,1.69,0.849,1.28,0.834,0.254,4.3989801041000645,11.014413558734592
RADHIKAJWE,0.0,4.44,2.61,0.096,0.0,0.0,0.0,4.4029805197644585,130.09867705920718
NITINSPIN,1.25,2.77,1.63,-0.137,0.88,1.09,0.695,4.4040679931640625,39.34044380076988
AWHCL,0.0,2.82,1.68,-0.998,0.434,1.25,1.73,4.4171791622731345,98.9867474506346
SKIPPER,1.59,4.82,2.11,0.74,0.994,1.18,1.61,4.4196191117799035,222.21071047661675
MTARTECH,0.0,1.39,0.669,0.559,1.27,1.4,0.87,4.424926330790088,20.808155299790396
WSI,0.0,3.91,1.63,0.099,0.243,1.12,0.598,4.451825214778863,298.4790720103628
SANDESH,0.452,2.63,1.38,0.587,1.12,0.43,0.213,4.45188086615919,40.76913990297456
GMRP&UI,0.0,4.25,1.96,2.79,1.37,1.29,2.1,4.474706554050473,222.52253449408576
ORIENTHOT,1.46,2.41,1.25,1.65,1.42,1.11,1.53,4.48049686248878,64.43768996960486
BALKRISHNA,2.22,1.31,0.592,1.09,0.752,1.17,0.685,4.48228324919114,-12.67123515844384
KOKUYOCMLN,1.11,2.05,1.1,0.423,1.17,1.26,2.19,4.488186573419045,84.81892939835107
UNIVAFOODS,0.0,-0.0056,-0.878,-1.4,0.0,0.0,0.0,4.511273828502542,8.593745401594855
SBCL,0.0,0.878,0.858,0.488,0.792,0.802,1.07,4.53432503981372,16.498570095015076
HARIOMPIPE,0.0,2.84,1.09,0.279,0.0,0.0,0.222,4.554195032068011,9.38062208427078
NITIRAJ,0.0,0.571,0.83,0.0168,0.449,0.414,0.622,4.555872176643088,152.70083747930713
LAURUSLABS,0.929,1.69,0.781,0.976,0.906,1.13,1.68,4.557894603040863,44.33460161444395
GPPL,0.962,2.13,1.6,1.92,1.08,0.9,0.564,4.560729649936427,97.4740324682862
FELIX,0.0,1.21,0.91,-1.24,-0.639,0.777,2.26,4.583203204167288,148.08463511788236
IVC,1.36,1.24,1.09,2.04,1.7,1.82,0.404,4.5918346990500725,61.41732525889066
STAR,1.02,3.02,1.05,0.858,1.12,1.61,1.23,4.596850442635928,182.21319083994945
GODREJAGRO,0.569,0.708,0.6,1.02,0.712,0.731,0.379,4.6031591119470745,29.86868310867539
JSWSTEEL,0.905,1.59,1.21,1.48,1.23,1.11,1.61,4.613693196163031,25.367445466373677
TI,0.384,3.72,0.931,0.626,1.25,0.35,-0.915,4.624974568684151,91.47089477605924
ESCORTS,0.796,1.27,0.976,0.401,0.778,0.61,0.575,4.627064386504406,63.2178358320879
TCI,0.851,1.49,0.91,0.059,0.595,0.19,-0.393,4.6279958197312485,40.264864473208576
PRECAM,0.825,3.69,1.06,1.16,1.44,1.69,1.63,4.648390941597139,112.17980326265224
TATAPOWER,1.65,3.16,1.49,1.71,1.38,1.32,1.39,4.657329923335128,115.0366091815935
TCNSBRANDS,0.67,1.66,1.17,0.479,0.697,1.12,1.54,4.665789722927589,-14.03660112099704
KAMATHOTEL,1.75,2.16,0.445,1.95,1.36,1.67,1.58,4.678672114715054,115.20872029548548
UFLEX,0.905,1.01,0.725,0.703,1.07,1.2,1.04,4.685854998002965,25.226313332202015
SUNDRMBRAK,0.82,0.955,0.512,0.306,0.784,0.82,0.0209,4.6925807191323665,96.54550154886871
PRAKASH,0.693,5.71,2.23,1.48,1.57,1.16,0.969,4.695804373855647,236.0189573459716
SEQUENT,1.7,2.77,1.8,-0.48,0.978,1.51,2.28,4.696901406173028,78.38576828787302
PRAJIND,1.05,1.68,0.832,0.408,0.767,0.387,0.146,4.728016932286798,56.085619252981104
UNITEDTEA,0.63,2.22,1.11,0.526,0.393,0.388,0.25,4.740543087834855,25.880660259072503
DATAMATICS,1.77,3.45,1.49,1.29,1.85,1.6,1.7,4.760297679516309,114.26319828637928
TITAGARH,1.32,3.01,1.52,0.79,0.969,0.871,1.15,4.7728489968185555,249.6572913361457
NILKAMAL,0.991,1.75,0.425,0.823,1.04,1.42,0.682,4.780839497118766,11.9878788470971
INSPIRISYS,1.17,0.998,0.0408,0.36,1.13,1.16,0.63,4.786732750481339,128.40909001345392
SUZLON,2.22,3.5,1.27,0.599,1.75,1.55,2.21,4.791156575886559,426.5432039169875
ACL,0.0,0.43,0.249,0.0,0.0,0.0,0.0,4.791431957410258,-6.11111419369476
CUPID,0.111,3.43,0.772,0.673,1.15,0.617,0.363,4.818904167251558,-50.84681488240367
DREAMFOLKS,0.0,0.963,0.84,1.87,0.0,0.0,0.0,4.824209668805031,22.00650838254213
SPORTKING,0.0,2.33,0.82,0.822,0.0,0.0,0.0,4.829848336813643,25.502811164432877
MATRIMONY,0.77,0.765,0.344,0.538,0.318,0.606,0.501,4.836415362731152,4.598351259654948
ACCELYA,0.923,3.36,1.75,0.324,1.09,0.856,1.8,4.844111545122385,50.28750930763762
GFSTEELS,0.0,-0.006,0.078,-0.322,-0.177,-0.222,0.226,4.848480224609375,50.43477597443954
SUNDARMHLD,0.458,3.33,1.33,0.495,0.814,0.941,0.159,4.849059497161437,178.77139321037453
INDHOTEL,1.04,2.18,1.43,0.894,1.15,1.11,0.773,4.864497459973104,89.84711709201947
VINEETLAB,0.0,1.94,1.13,1.12,1.04,1.29,1.0,4.867256637168142,26.198081016368587
SUNDRMFAST,0.94,1.09,0.607,0.54,0.75,0.771,0.434,4.891612692429952,9.525492868035846
NEXTMEDIA,1.77,1.62,1.07,-0.659,0.446,0.875,0.971,4.895103496003271,61.290319272721824
SUNDARAM,1.71,2.57,1.29,0.926,1.59,1.68,0.667,4.918035990574884,28.000001907348633
NOCIL,0.947,3.3,1.81,1.24,1.04,0.967,0.705,4.918660375302369,27.597428172237137
IRCON,0.845,3.55,2.57,1.03,1.41,1.5,1.46,4.924243918141626,320.24591974381815
TIRUPATIFL,0.0,0.533,0.197,1.45,1.81,1.64,2.98,4.927538443302763,78.32513361306528
TATAELXSI,1.19,1.29,0.499,0.693,0.835,1.11,0.938,4.9474985117281935,32.87957076004518
AURUM,1.1,1.12,0.464,0.0043,0.86,1.44,2.35,4.959263409627642,38.199625106345366
KEC,0.662,2.21,0.699,0.652,0.372,0.37,0.262,4.965814158554149,67.80108467826416
GLOBUSSPR,1.47,2.11,0.843,0.779,0.864,0.788,1.24,4.975579577600945,-7.367389975895304
GVKPIL,2.45,3.15,1.22,-0.662,0.405,0.999,0.453,4.977377205803346,321.81819568980825
MARKER5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
SMARTLINK,1.64,1.75,1.07,0.554,0.839,0.858,0.841,5.004415481044874,16.759414797718904
INDIAGLYCO,1.39,2.42,1.36,-0.182,0.627,0.881,1.25,5.022475067920424,50.4393256918769
GABRIEL,1.19,4.19,1.73,0.372,0.718,0.693,0.834,5.098776051876689,154.6560491806695
ANKITMETAL,0.0,0.439,0.562,1.09,1.86,1.11,-0.238,5.128200112166769,-5.747126562779012
LINC,0.67,2.18,1.07,0.363,1.06,0.765,0.351,5.1376597126976105,-3.7505455892702466
GOLDIAM,1.47,3.69,1.24,0.326,1.23,0.798,1.39,5.159502386550797,35.87813838835686
KCP,1.05,3.45,1.5,0.426,1.05,1.03,1.14,5.162196838637165,80.88305519298554
PARACABLES,0.504,1.42,0.324,1.22,1.3,1.5,-0.469,5.190106374112916,152.24313589100234
AARTIIND,0.922,2.44,1.85,1.07,1.13,1.38,1.4,5.195985960023885,32.87577786506281
SALSTEEL,1.18,1.57,0.352,0.174,0.781,0.355,-0.301,5.198015828726898,39.34426229508197
STYLAMIND,0.0,0.95,0.055,0.216,1.15,1.33,1.91,5.221119757086503,51.65668399499882
TIRUMALCHM,1.92,2.42,2.1,1.07,1.41,1.01,0.626,5.238291010566931,40.66446200494616
DGCONTENT,0.0,2.64,0.411,-0.0052,-0.349,-0.687,-2.5,5.263159816014775,39.68253968253968
DENORA,0.0258,3.61,1.48,1.4,0.74,-0.216,-1.18,5.264299107549259,93.4496377662072
DEEPENR,0.0441,3.78,1.29,1.18,1.13,0.351,0.839,5.264584503794946,83.83885966658026
ITC,0.665,-0.365,0.54,0.673,0.536,0.376,0.357,5.268987866078511,12.966414202235
RML,1.08,3.14,0.067,1.51,1.51,1.37,0.513,5.2808030787368025,76.67330844039468
PNB,1.25,2.53,1.9,1.38,1.71,1.46,1.59,5.28142348858279,196.1730411254319
SYNGENE,0.75,1.28,0.836,1.24,0.787,0.576,0.554,5.28214378645571,22.73652277147848
SIRCA,0.983,1.77,0.996,0.666,1.1,1.04,1.16,5.2914834699645,12.42519162682001
MARKSANS,1.49,3.42,1.63,0.845,1.12,1.06,1.45,5.297584321029766,123.00824204856627
WONDERLA,0.942,2.92,2.11,-0.492,0.878,0.995,0.539,5.3090957493247,149.36490015053283
PALASHSECU,0.678,2.53,1.04,1.21,0.679,0.48,0.562,5.315748686643321,29.930964514211855
RPGLIFE,0.954,2.48,0.995,-0.326,0.877,0.541,0.533,5.331368529837334,112.69476905037943
BANKA,0.0,1.04,0.0437,0.404,0.721,0.854,1.35,5.336320132952634,64.84210097998904
UNICHEMLAB,0.733,2.0,0.696,-0.365,0.956,1.22,0.835,5.338627738524698,48.60579380161104
ASHOKLEY,1.16,2.03,1.08,0.904,0.761,0.686,0.149,5.339384037356309,36.5290991212157
MAZDOCK,0.0,2.12,0.577,1.51,1.71,1.98,1.67,5.342401697735445,221.91739981815596
NYKAA,0.0,1.53,0.895,1.3,1.3,1.14,0.947,5.347094045102272,23.27113389836451
BPL,2.21,2.66,2.32,1.41,1.53,0.937,0.377,5.362774506782901,78.76895327768254
AGSTRA,0.0,3.35,1.6,1.61,1.37,1.39,2.89,5.3639805677477534,68.53932321582637
KPRMILL,0.925,0.762,0.338,-0.275,0.496,0.649,0.884,5.3643676707042225,45.94946393935767
SCPL,0.0,3.14,1.11,1.15,0.0,0.0,0.0,5.366161616161616,-37.15641353585906
BBOX,0.515,1.96,1.36,0.233,0.22,0.609,0.553,5.376764828946761,167.2971708882651
PYRAMID,0.0,3.08,1.6,0.0,0.0,0.0,0.0,5.402089245841114,-3.349280693873379
KARURVYSYA,1.1,1.79,0.729,0.855,1.33,1.25,1.93,5.4097915443941185,104.36256655847885
CSBBANK,0.751,2.51,0.94,1.03,0.718,0.421,0.288,5.417117914065743,51.29252175200437
NCLIND,1.06,2.64,1.26,-0.205,0.643,0.608,0.221,5.423314381230828,19.300194063318425
CAPTRUST,1.12,1.82,1.15,0.906,0.889,0.908,0.987,5.427974947807933,105.78647618590452
SURYAROSNI,0.982,2.65,1.34,0.844,1.18,1.02,0.493,5.430626336483336,76.6052538579552
MOTISONS,0.0,3.3,1.55,0.0,0.0,0.0,0.0,5.43241494761133,63.061324120984
BALAXI,1.01,2.37,0.279,0.401,0.742,1.08,1.12,5.440039018986173,3.508611891625864
ALPHAGEO,1.66,4.0,2.61,0.478,1.34,1.27,0.936,5.480202584197825,75.0170573076281
SYMPHONY,0.668,1.3,0.552,0.289,0.551,0.566,0.548,5.484764542936288,-4.382297005834877
WABAG,0.707,3.65,1.11,0.474,0.952,1.01,1.43,5.520797545162914,127.66138095843824
VARROC,1.51,2.41,1.92,0.575,1.09,0.897,1.24,5.5228492652011605,111.37747378135823
SKYGOLD,0.0,2.45,0.724,1.08,0.0,0.0,0.0,5.524861878453039,230.5928227831486
ZYDUSLIFE,0.558,0.976,0.221,0.704,0.597,0.696,0.258,5.530799475753604,106.02000070461968
WELCORP,0.896,3.42,0.855,1.16,1.59,0.683,0.572,5.539879890724145,176.96968288471825
HMVL,1.17,1.66,1.99,1.56,1.23,1.25,1.07,5.54758034726405,147.42152970734085
APOLLOHOSP,0.356,0.95,0.518,0.896,0.868,0.732,0.937,5.5542706261183215,52.71121844106863
DOLLAR,1.07,1.54,1.02,0.0129,0.877,0.823,0.43,5.5676361711670594,50.59332330017167
MAPMYINDIA,0.0,1.56,0.962,-0.121,0.479,0.199,-0.222,5.578228580973206,88.68396320847893
CESC,0.695,3.36,1.49,1.48,1.05,1.3,1.59,5.611844720952671,102.1667040791098
BLUESTARCO,0.529,0.521,1.02,0.139,0.637,0.661,0.627,5.640999884035336,91.69941166283134
SUVEN,1.26,1.98,1.2,1.32,1.14,0.828,0.487,5.649717676474294,118.50048740466414
ASIANTILES,1.47,2.69,1.02,-0.501,1.09,1.39,1.53,5.669687204846803,60.75000762939453
SHAILY,0.0,3.07,1.1,0.514,0.957,0.933,0.66,5.686746987951807,152.74294884190562
EIHAHOTELS,1.45,2.18,1.76,0.287,1.14,1.08,1.05,5.691385652252771,81.15907747145346
VSTTILLERS,1.13,1.61,0.451,0.26,0.539,0.233,0.451,5.699936224489796,40.66420795717627
PLAZACABLE,0.0,2.92,1.63,0.0,0.0,0.0,0.0,5.715841140138067,21.072321906427852
KOTARISUG,1.22,3.44,1.75,-0.272,0.953,0.729,0.485,5.7369813106100835,54.980592913487015
LUMAXTECH,0.635,2.56,0.559,0.451,0.964,0.696,0.937,5.7643278358615015,72.87550885667743
KEI,1.2,1.35,0.999,1.01,1.05,0.97,1.5,5.79150090891564,105.12701127812174
FINCABLES,1.02,0.193,0.252,1.86,1.33,1.01,0.577,5.802281934199971,19.16685173309512
TATVA,0.0,-0.118,0.216,0.261,0.679,0.726,0.572,5.8072262579775105,-23.235141715849288
CENTEXT,1.52,3.04,1.21,2.09,1.76,2.07,0.627,5.827505620231518,149.45054737759486
DREDGECORP,0.895,2.96,1.29,0.096,1.25,1.27,1.45,5.8318694628253605,151.5719104371342
KAPSTON,0.0,1.88,1.16,-0.996,-0.406,-0.371,-0.936,5.832996670682233,93.07580159525529
BALKRISIND,1.22,0.603,1.03,0.653,0.85,0.728,0.099,5.838849248046692,23.48359056385721
IFCI,1.78,3.4,2.13,-0.381,1.52,1.39,1.48,5.849265308199643,361.27451094972406
FLEXITUFF,1.16,0.98,0.763,0.512,0.451,1.13,0.812,5.851066096328821,20.06032399724099
IFBIND,1.64,3.06,0.886,0.504,0.479,0.551,0.853,5.858489931883038,96.0965425318184
ENDURANCE,1.01,1.75,0.241,0.707,0.721,0.628,0.386,5.861047954813922,51.43116951191584
NGLFINE,0.0,2.53,1.34,0.724,0.0,0.0,0.0,5.863089863667262,64.46241444223169
HMT,0.788,2.51,1.16,0.664,0.825,0.883,-0.114,5.865383148193359,103.51201770696495
THEINVEST,0.978,1.87,-0.107,1.02,1.16,0.829,0.933,5.867253129366548,98.4192523759665
STARPAPER,1.23,2.65,1.76,0.795,1.21,1.28,0.875,5.888565878615783,61.734362496475526
KOTHARIPET,0.721,2.36,1.87,0.655,0.824,0.909,0.437,5.889238090080418,125.68577981098636
PLASTIBLEN,1.11,3.01,0.267,0.154,1.09,1.01,0.805,5.938323129442154,70.1620193213305
GOODLUCK,1.42,4.83,1.78,0.106,0.995,0.561,0.508,5.958931475529454,131.5006637019497
DPWIRES,0.703,3.36,0.456,-0.192,1.01,0.307,0.947,5.9594017639105665,61.715276218933454
DBCORP,0.627,2.91,1.42,0.415,0.49,0.345,0.198,5.960504884565754,190.17237564932603
SBC,0.0,2.03,2.13,-0.969,0.624,0.769,1.1,5.9907796836614065,89.56044154702116
GRAPHITE,1.23,2.71,1.29,0.956,1.49,1.66,1.76,6.035246072817051,147.91171671649775
SEPC,0.696,3.74,1.87,0.451,0.648,-0.317,-1.75,6.045334168915368,92.40828221628996
CRAFTSMAN,0.0,2.14,1.18,0.65,1.19,1.07,0.867,6.05298234119076,40.58546430371317
UBL,1.14,1.35,0.698,0.636,0.74,0.576,0.494,6.085605177639115,27.65097333800873
HAVISHA,1.24,0.741,0.225,1.87,1.11,1.44,1.75,6.122443021609968,44.44444297272478
GLS,0.0,2.89,0.975,0.598,0.673,0.505,0.889,6.12907592564442,108.86349788069882
SHARDAMOTR,1.19,1.41,1.15,1.23,1.15,1.28,0.63,6.137530663408785,129.39439996446285
GOKULAGRO,1.16,2.63,0.914,0.517,1.27,0.075,0.622,6.145499619150835,3.7086065768142937
CORDSCABLE,1.13,2.85,2.2,0.592,1.15,0.985,0.248,6.152054937307455,174.83093239565727
REPCOHOME,1.18,2.97,1.42,0.671,1.69,1.53,1.85,6.158281172526869,133.43029921673704
SEJALLTD,0.0,1.87,0.643,0.565,0.581,0.191,-0.808,6.1801484616256355,65.98610091663858
RAMKY,1.09,4.93,1.43,0.235,1.6,1.27,2.0,6.181912632652257,97.8891433932834
LLOYDSME,0.0,2.54,0.569,0.0,0.0,0.0,0.0,6.271692900050615,14.157642770855292
BLAL,0.0,2.97,1.48,0.0,0.0,0.0,0.0,6.310016260493222,-0.5134765919033556
EICHERMOT,1.28,1.13,0.825,0.977,0.915,0.535,0.593,6.3121417711556465,38.92611927150616
PENIND,0.715,4.02,1.61,-0.158,0.929,0.883,0.773,6.314976174668178,76.64747326465935
HBSL,0.0,1.1,0.731,0.512,1.63,0.954,2.39,6.318207704978292,96.70564198193998
RALLIS,1.05,3.35,1.57,0.742,1.11,1.27,1.58,6.344291642740571,39.27004279328186
AARVI,0.0,1.3,0.572,0.739,0.882,0.711,1.25,6.382978723404255,3.4612538109659834
MARUTI,0.877,0.868,1.07,0.533,0.592,0.36,0.293,6.434973567225469,48.436359825648765
COROMANDEL,0.482,1.57,1.35,0.877,0.59,0.588,0.642,6.4430437541136225,30.174255453350135
BIKAJI,0.0,0.974,0.606,0.359,0.0,0.0,0.0,6.472617226042181,51.17921672632896
GLOBAL,0.0,4.61,2.2,1.26,0.661,-0.147,-0.281,6.476575925248218,72.7122453617215
CHOICEIN,0.0,2.36,1.06,0.542,0.513,0.332,0.388,6.4821512736087525,110.3597078391974
HLVLTD,1.58,6.73,1.37,2.74,1.95,2.2,0.709,6.506847838653987,215.73603225413552
SARDAEN,0.974,3.06,1.95,0.737,1.27,1.32,1.25,6.508018238218235,99.13476685807623
GOCOLORS,0.0,2.21,0.922,0.392,0.798,0.548,0.277,6.529645344785227,19.74951008330274
CHAMBLFERT,1.41,2.0,1.62,1.22,1.19,1.29,1.74,6.533297846188159,43.44830123598735
GOCLCORP,1.47,5.24,1.5,0.0357,0.753,1.04,-0.139,6.533903022114353,59.9260955933111
PIIND,0.967,1.07,0.85,0.788,1.18,0.973,1.7,6.538556749369418,28.152791149456252
IEL,0.0,3.02,1.63,1.49,0.0,0.0,0.0,6.55021844972533,31.891889829893373
DBL,1.97,4.53,3.09,0.677,1.42,1.97,2.6,6.554396611423645,162.08200725518242
CONCORDBIO,0.0,1.77,0.531,0.0,0.0,0.0,0.0,6.557769701468755,62.9560877681415
CHEMPLASTS,0.0,1.7,1.02,-0.224,0.999,1.27,0.559,6.560613032689934,33.40200801563225
BIGBLOC,1.65,5.04,1.68,0.403,1.25,0.798,1.12,6.582635996452724,82.05741648626962
SHIVAMILLS,1.74,3.2,1.74,1.19,1.35,1.59,1.03,6.592794402484419,30.88434958944515
MCL,0.0,2.45,1.23,1.38,0.976,1.23,1.18,6.593400029050385,45.864656694101654
RAYMOND,0.954,1.51,0.985,1.05,1.39,1.4,0.788,6.607240979717967,56.02158475229021
EKC,1.37,5.08,2.31,1.0,0.984,1.12,0.606,6.610701049307291,42.897319940032176
XELPMOC,1.13,3.09,2.08,1.0,1.19,1.13,1.45,6.630522808230557,28.621726872745768
DIAMINESQ,0.0,1.59,1.52,0.0,0.0,0.0,0.0,6.637607586027255,10.813358209660072
ADVANIHOTR,0.759,0.744,-0.273,0.745,1.25,1.0,0.381,6.645569620253164,129.87720734611784
INDOBORAX,0.0,4.29,1.43,0.227,1.04,1.42,2.13,6.658847935891779,65.19763562955572
ABCAPITAL,1.35,2.22,1.54,1.04,1.45,1.54,1.65,6.66666825612386,31.916266055882648
SITINET,1.58,1.48,0.117,1.11,0.818,1.29,0.319,6.66666825612386,-35.999999046325684
AURIONPRO,0.463,3.48,1.22,0.902,1.49,1.83,1.67,6.674879033950963,630.0592614762992
PRINCEPIPE,1.18,1.36,0.454,0.956,0.719,0.705,0.981,6.694488199338642,7.469999556360639
JISLJALEQS,1.25,5.99,2.41,-0.631,1.26,0.865,0.227,6.702899840218091,63.384196317340916
AUTOIND,1.09,2.77,1.53,1.64,1.34,1.61,1.14,6.703032455312741,84.99999175200591
TATACHEM,1.32,2.22,1.6,0.993,1.1,1.11,1.45,6.713464309991638,18.15515533107666
GREENLAM,0.895,2.59,0.882,0.177,0.565,0.525,0.706,6.749766905442059,93.57282221732596
KALYANKJIL,0.0,1.12,0.232,1.16,0.54,0.443,0.59,6.757594544327341,306.9430247992474
DYNPRO,1.23,0.849,0.606,0.132,0.85,0.996,1.73,6.810881690309666,23.124881166937993
NATIONALUM,1.01,4.35,2.85,1.99,1.88,1.74,1.61,6.831180572048027,132.8821423337703
AIROLAM,0.0,-0.0189,0.543,0.556,0.182,-0.057,0.314,6.833713255513671,129.41996770809584
GATEWAY,0.0,3.19,1.42,-0.103,0.599,0.757,0.758,6.865530402234546,78.04104923487598
TTKHLTCARE,0.332,0.881,0.557,0.419,0.274,0.221,-0.217,6.870506122790815,28.138243404297647
GINNIFILA,1.88,3.61,1.64,0.731,1.38,1.37,0.96,6.886661781810691,64.45916391771269
BEL,1.01,3.36,1.36,1.32,1.14,1.4,1.8,6.9044744970734815,131.24281189000524
MAANALU,0.614,1.3,1.23,1.77,1.62,1.73,0.979,6.915829254196407,230.11594622883277
CHALET,0.839,0.512,0.221,1.43,0.995,0.686,-0.449,6.9910772632335885,133.92440533719932
LIBERTSHOE,0.684,3.4,1.69,-0.625,0.335,0.408,-0.793,7.0303237096719995,45.27477504250111
FLAIR,0.0,1.34,0.45,0.0,0.0,0.0,0.0,7.038925621366879,-34.74162697204369
PODDARHOUS,0.974,2.31,0.893,0.659,1.28,0.604,0.524,7.055208262961663,6.240480675839694
BRNL,0.4,2.72,1.13,0.715,1.42,1.53,0.573,7.109747017755619,145.30974531595686
USHAMART,1.43,2.83,1.17,0.456,1.12,1.05,0.166,7.115513319988303,55.696988526067045
PRICOLLTD,0.298,1.55,0.418,0.316,1.04,0.547,-0.493,7.124950291662513,79.38577407539191
ESABINDIA,0.576,0.87,0.305,-0.312,0.257,-0.174,-0.531,7.167408729524132,56.71781118163053
BEARDSELL,1.04,2.92,1.33,1.07,1.39,1.79,0.988,7.168886607177787,82.23139290828885
IRCTC,1.45,1.77,1.85,1.09,1.23,1.28,1.62,7.175681266296234,78.19891310842682
ASAL,2.5,4.21,2.22,0.745,1.66,1.69,-0.171,7.1946244922020925,124.78459599994532
EQUIPPP,0.0,0.271,0.4,0.083,0.514,0.311,0.988,7.208875482213709,4.129262487534604
DIGJAMLMTD,0.0,1.84,0.59,0.284,1.01,1.85,0.159,7.227547911820572,-3.112248011997768
EMAMIREAL,2.14,3.17,1.74,1.24,1.44,1.34,1.67,7.249258463741434,66.6666588174957
GTL,1.25,2.23,0.423,0.845,1.03,1.43,1.61,7.272729006680575,120.56075516033629
ROHLTD,1.59,3.88,1.8,1.5,1.56,1.27,1.63,7.289155401056348,62.63017048181526
SIGIND,1.48,2.96,1.7,-0.062,1.2,0.544,0.959,7.291669268456835,104.82953668010155
COLPAL,0.649,0.995,1.0,0.484,0.411,0.527,0.803,7.300540657792316,81.29650779287174
IRIS,0.0,1.03,0.213,-0.311,1.12,0.866,0.177,7.331725699309185,81.01350938951647
RELCHEMQ,0.0,0.493,0.087,0.837,0.0,0.0,0.0,7.348473042614767,23.60549842704132
TEAMLEASE,0.802,1.14,0.649,0.989,0.703,0.907,0.555,7.367134109565587,41.30046797915211
SHIVAMAUTO,1.99,3.41,1.64,0.759,1.32,2.11,0.613,7.376065693609777,73.43750337604428
VIJAYA,0.0,0.403,0.051,0.118,0.699,0.99,1.06,7.387969317723051,67.75459768287668
PREMEXPLN,0.302,3.05,0.938,1.28,1.24,1.11,1.1,7.39119234949253,285.8855033335496
KOHINOOR,1.75,1.13,0.58,1.75,-0.288,-2.12,-4.12,7.393475778011779,37.339735340711755
UFO,1.22,4.52,1.99,0.508,0.527,0.623,1.12,7.395146065578888,111.98257107166232
UJJIVANSFB,1.06,4.91,1.62,0.701,1.33,1.5,1.78,7.39673841546781,113.11065703077854
DBSTOCKBRO,2.42,-0.305,0.266,-0.578,0.446,0.146,0.2,7.424070147175223,105.3763440860215
MAXIND,0.0,1.98,0.223,1.17,0.754,0.882,1.16,7.425742574257425,165.605885074233
RAJMET,0.0,1.91,1.21,-0.295,0.211,0.747,2.76,7.438013141789297,0.0
ICEMAKE,0.0,2.63,1.25,-0.098,1.48,2.02,0.265,7.440283499330852,49.25855410747529
URAVI,0.0,3.72,1.01,2.32,0.0,0.0,0.0,7.475365583595043,168.16447306205936
KINGFA,2.04,3.39,1.44,0.726,1.21,1.34,1.08,7.48362966392029,37.06755898652915
MOTILALOFS,0.598,2.94,1.48,0.788,0.807,0.438,0.632,7.509027665641886,199.54339713291608
ALKALI,1.3,2.37,1.16,0.965,1.05,1.18,1.89,7.520768333081689,28.34028500167799
GRSE,0.615,2.83,0.977,0.309,0.951,1.19,1.15,7.530682360258904,95.78719236387786
HDFCBANK,1.2,0.611,1.32,1.32,1.09,1.06,0.745,7.544163173406268,-5.226296707759938
JINDRILL,1.42,3.37,1.25,0.12,1.55,1.6,1.54,7.547471762500548,143.00657829390232
AIAENG,0.303,1.1,1.34,0.449,0.496,0.461,-0.0417,7.548717561847875,35.29816893168295
DIVISLAB,0.7,1.69,0.834,1.26,0.36,0.364,0.813,7.567907556921247,30.750001660731467
RKDL,1.19,1.44,0.257,0.647,0.764,1.31,0.586,7.568814603781555,58.44594905897155
TATASTEEL,1.26,2.62,1.85,1.39,1.48,1.44,1.96,7.573262784171697,60.878840731644935
THOMASCOOK,2.13,3.05,1.54,0.736,1.39,0.928,1.05,7.590553103469489,188.43694004623447
ORICONENT,0.813,4.78,1.75,1.36,1.8,1.62,1.03,7.652401611731892,115.5844155844156
