Company_Name,Long_Term_Beta,Daily_One_Month_Range,Daily_Three_Month_Range,Weekly_One_Year_Range,Weekly_Two_Year_Range,two_Week_Two_Year_Range,Monthly_Two_Year_Range,1_month_return,12_month_return
UNITEDPOLY,0.0,-0.957,-0.826,-0.334,-0.653,-0.651,-1.52,-0.966183574879227,21.806296068191827
GROBTEA,0.963,0.155,0.301,1.03,0.825,0.741,0.617,-0.9601862323840205,19.514269465184828
ORCHPHARMA,0.0,2.76,-0.0139,1.24,1.09,1.63,2.3,-0.9584468166828664,190.46630859375
JKCEMENT,1.45,1.52,1.01,1.27,1.38,1.5,1.45,-0.955503869380705,48.37801494946204
AMIORG,0.0,1.22,0.659,0.0363,0.847,0.721,1.37,-0.9153437399280188,23.36100204566559
ADSL,1.8,4.23,1.58,1.8,1.77,1.4,1.43,-0.9079078626404178,80.7214636742477
ARIES,1.38,3.86,1.92,0.826,1.18,0.771,0.518,-0.9041821235650476,81.49682306180335
INTELLECT,1.53,1.66,0.696,0.595,1.31,1.37,0.816,-0.8901079304312917,152.9602196991459
AROGRANITE,1.41,3.46,1.78,0.455,1.32,1.23,1.33,-0.8840879164034227,26.28285306502564
LUXIND,1.5,1.51,0.209,0.457,0.875,0.817,0.673,-0.8810797238197465,-1.994350097399079
BAJAJCON,1.02,1.96,0.696,-0.14,0.463,0.625,0.857,-0.8805854917888642,56.753501949619114
SALASAR,0.732,2.27,0.299,0.066,0.782,0.179,0.423,-0.8733574625432953,181.28874375916448
SAFARI,0.688,2.56,0.453,0.0304,0.672,0.58,-0.064,-0.8713780236099202,90.80052536098609
OLECTRA,1.45,4.64,1.92,1.21,0.921,1.23,0.717,-0.8619329637096775,200.4344168918624
ECLERX,0.846,2.49,1.49,0.723,1.11,1.18,1.49,-0.8506464580797634,82.98529911619381
BRIGADE,1.26,0.988,1.15,1.26,1.18,1.19,1.49,-0.8428422244073617,106.44756253241326
HUHTAMAKI,0.592,2.43,1.67,0.089,0.496,0.787,0.475,-0.8373934382187695,60.41871620516471
PRIMESECU,1.07,1.79,1.55,1.04,0.706,0.895,1.57,-0.8340075334162133,65.29148255763032
FILATEX,1.35,5.39,1.35,0.331,1.04,1.07,1.58,-0.8283178299980203,70.59585771297229
HIL,1.61,1.61,0.694,0.452,0.865,1.29,0.884,-0.8197360282020165,3.1956516797228427
TCS,0.726,1.05,0.612,0.801,0.977,1.3,0.695,-0.8187756251505304,24.95650597278619
BFUTILITIE,1.02,5.07,2.84,0.29,1.18,1.31,0.964,-0.8117750404536569,166.70855166005947
KANSAINER,1.12,1.81,1.01,0.568,0.86,1.1,2.07,-0.8001454906498052,10.426282693704051
WINDLAS,0.0,3.47,1.49,0.236,0.713,0.724,0.938,-0.7878289013540735,122.97785737864687
HPIL,0.0,0.072,0.657,1.17,0.893,0.809,0.108,-0.7832878408265245,93.63057324840764
IMPAL,0.306,2.34,1.21,-0.353,-0.054,0.163,0.734,-0.7766569057525325,60.997177649475695
ESTER,1.19,3.24,1.57,0.912,1.2,1.15,0.835,-0.7649158354478545,-2.6999969482421875
WHEELS,1.04,2.33,1.01,0.914,0.999,1.02,1.03,-0.7631022507935522,19.42332475916065
GENCON,0.0,2.7,0.783,-1.02,0.492,-0.204,-1.31,-0.7478599996299418,-20.257509419846432
BAJAJELEC,0.82,1.3,0.764,0.677,0.676,0.681,0.0072,-0.7377890741836989,1.3809375563442026
PRUDENT,0.0,2.75,0.284,0.67,0.0,0.0,0.0,-0.718961681275041,60.62395482723808
TECHM,1.01,0.775,0.868,0.767,1.02,1.21,1.0,-0.7151257827848723,18.75759391149164
PRECWIRE,0.995,3.53,1.3,1.12,1.55,1.51,1.67,-0.709758807404565,89.5863006980624
RBA,0.0,0.112,0.74,0.192,0.917,0.973,0.474,-0.7062147095592868,11.58729835792824
ORBTEXP,0.971,2.66,1.41,0.22,1.24,1.02,1.28,-0.704869101750641,26.611960815858076
360ONE,0.684,0.366,0.289,1.75,1.22,1.25,1.05,-0.700462959631461,72.58234139822186
MORARJEE,1.67,1.86,1.16,0.503,1.06,1.16,1.06,-0.6928388968741066,11.688311688311687
UNIENTER,0.991,0.541,0.601,0.626,0.488,0.93,0.406,-0.6868131580221508,-8.248730645011063
MANGLMCEM,1.64,3.32,1.54,1.1,1.41,1.66,2.09,-0.6832846267786996,177.12149076372663
HINDCOMPOS,0.979,1.83,0.87,1.27,1.37,1.13,0.864,-0.6775243420583452,52.84433088132106
RANASUG,0.603,3.02,1.43,0.149,0.979,0.747,0.086,-0.653601398223631,-0.4366828957883826
HCC,1.42,6.11,3.61,0.257,1.33,1.33,0.541,-0.6305169996950166,166.2162230953497
VHL,1.07,2.18,0.851,0.541,0.994,1.06,0.984,-0.6107578718290515,15.826538292292774
MRPL,0.4,2.76,1.71,1.26,1.05,-0.416,0.844,-0.6049215547363072,336.0165767231944
LAOPALA,0.964,2.51,0.843,0.135,0.861,1.13,0.652,-0.6026819235242473,-2.6001908611912876
AVONMORE,0.0,4.39,2.37,0.727,0.0,0.0,0.0,-0.5714271182105655,56.639158493255856
TNPL,1.04,2.18,1.46,0.253,0.869,1.03,1.07,-0.5670452811184115,17.891990542264463
GRINDWELL,1.02,0.65,0.542,0.466,0.903,1.07,0.96,-0.5650396729983169,13.470698528746814
DPSCLTD,0.12,3.33,1.23,1.36,1.32,1.15,-0.168,-0.5464397720770402,79.3103590832925
TVTODAY,0.466,2.11,0.908,1.07,1.35,1.41,1.05,-0.5389092547730999,17.047178997589715
TERASOFT,1.98,1.53,2.16,2.32,1.64,2.53,1.74,-0.5295728926340184,50.87014933391399
VGUARD,0.72,3.13,0.941,0.268,0.696,0.558,0.45,-0.5250839723062761,35.562423791625825
RBLBANK,1.51,2.32,1.87,2.47,2.11,2.15,2.0,-0.5081114015028938,82.16425543633807
SHYAMCENT,1.94,1.94,0.565,0.562,1.24,1.14,0.969,-0.4914023567330483,13.764049819948424
MARICO,0.603,1.04,0.291,0.841,0.509,0.482,0.376,-0.48828125,7.562879680730427
GET&D,1.51,1.49,0.69,0.722,1.24,1.29,2.2,-0.473644621424609,656.337991004956
DELHIVERY,0.0,1.62,1.38,0.459,0.0,0.0,0.0,-0.4725554177076817,42.83292688697461
ARTNIRMAN,0.0,0.269,0.847,0.036,0.912,0.99,0.463,-0.4716969249340735,26.726723263688445
ATFL,0.579,2.21,-0.401,0.552,0.365,0.229,-0.098,-0.4702465618034054,-20.057502899333315
PANAMAPET,1.68,1.9,1.47,0.722,1.02,0.829,2.08,-0.4628977670385252,14.47346590144086
JASH,0.292,1.54,1.06,0.818,0.527,0.429,0.475,-0.4383395918968028,110.61212713068184
SAREGAMA,1.58,1.67,0.992,1.58,1.2,1.25,1.54,-0.4338425878656628,23.41878680101068
HAPPSTMNDS,0.0,1.39,1.19,0.891,1.26,1.54,1.55,-0.4288016334626284,2.5014134959454486
ICICIBANK,1.13,0.15,0.627,1.07,1.13,0.997,1.06,-0.4273722903712719,23.48155935866539
FEDERALBNK,1.1,0.293,1.03,0.996,1.05,0.885,1.01,-0.4188105085473308,21.12818941586792
JOCIL,0.565,4.22,1.57,0.908,1.0,0.824,0.494,-0.4138660316231886,20.425394213210662
ZODIAC,0.0,1.6,0.893,0.787,1.27,0.923,1.44,-0.4002410907178593,242.73789285808448
NDRAUTO,0.0,2.45,0.823,1.18,1.44,1.18,0.756,-0.3971518181312981,185.61959607237776
SANOFI,0.345,1.51,0.557,0.546,0.45,0.434,0.401,-0.3888380993432913,51.738407810949575
DALBHARAT,1.76,1.48,1.32,1.68,1.26,1.26,1.39,-0.3431937550295637,0.9017040588664748
IDBI,1.94,2.48,1.85,1.16,1.15,0.994,2.17,-0.3366952048269835,95.79471453921006
DCAL,1.31,4.75,2.2,0.492,1.21,0.952,1.24,-0.3233580487893933,88.74857835730164
MINDACORP,0.982,1.62,0.294,1.18,1.29,1.34,0.869,-0.3170445337339655,76.69562623513181
BANDHANBNK,1.02,1.83,1.2,1.43,0.72,0.459,0.654,-0.303102224792376,-3.8933952210825753
GUFICBIO,1.27,1.79,0.769,1.12,0.847,0.471,0.9,-0.2916376794180893,61.19816657664329
VIPIND,1.2,3.02,1.25,1.0,0.465,0.5,0.135,-0.2840366058816773,-4.435793210912388
BRITANNIA,0.561,0.382,0.624,0.652,0.466,0.544,0.402,-0.2611067506188194,13.125747123059774
RUSTOMJEE,0.0,0.677,0.333,1.25,0.0,0.0,0.0,-0.2598945664885753,49.44369931180619
LEMONTREE,1.44,2.89,1.0,0.768,1.49,1.23,0.768,-0.2467438057494383,81.41025641025641
KRSNAA,0.0,2.35,1.15,-0.435,0.215,0.255,-0.283,-0.2384358700066575,24.62271008331432
SINTERCOM,0.0,0.0284,0.244,-0.058,0.154,0.362,0.607,-0.2360310196418794,26.483793567838216
JAGRAN,0.617,3.01,1.49,1.23,0.727,1.08,1.51,-0.2277904328018223,50.10281642326858
SBILIFE,0.842,1.01,0.982,1.09,0.823,0.902,1.13,-0.2200843402422879,34.590744441606574
RAMRAT,0.0,3.23,1.05,0.375,0.0,0.0,0.0,-0.2132867443915675,46.08379969985886
PCBL,1.64,3.93,1.86,0.868,0.925,1.0,1.83,-0.212203750138152,148.09718291821525
RVHL,0.0,2.47,0.599,1.7,1.04,1.61,1.51,-0.2081133729633148,116.9683254989637
MPSLTD,0.2,1.47,1.41,-0.352,0.685,0.248,0.534,-0.1861850623154797,78.69008062228532
ZFCVINDIA,0.512,0.172,0.275,-0.251,0.31,0.581,0.449,-0.179839565934879,45.2258403897127
HONASA,0.0,1.6,0.375,0.0,0.0,0.0,0.0,-0.1725442903546252,20.14238880661244
EXPLEOSOL,1.21,1.55,0.752,0.454,0.867,1.04,1.43,-0.1508921553946063,0.8342819940476192
ULTRACEMCO,1.36,0.991,1.09,1.38,1.16,1.34,1.17,-0.1499235195499118,28.29643292393436
TEXINFRA,0.713,4.18,1.84,0.256,0.459,0.568,0.369,-0.1431995473784308,99.04852520026796
SUPERHOUSE,1.22,2.27,1.46,0.448,0.851,1.01,0.396,-0.1386656081785696,-10.704688664255238
JAICORPLTD,0.902,2.84,1.36,0.274,1.06,0.632,0.321,-0.1304611508550744,119.55984142159495
GHCLTEXTIL,0.0,3.36,1.54,0.0,0.0,0.0,0.0,-0.1213573692588923,20.321639204379093
IGARASHI,1.36,2.58,0.992,0.545,1.46,1.71,0.657,-0.1180043560061061,21.88767454224433
MEDPLUS,0.0,0.621,0.327,0.495,0.719,0.721,0.912,-0.1155550783005336,7.987823278553083
MARINE,0.861,4.02,1.66,0.524,1.05,0.788,0.142,-0.0966168832087862,183.28767541336688
USK,0.0,2.82,2.57,1.54,0.0,0.0,0.0,-0.0885726065275314,70.65053805700208
AEGISCHEM,0.88,4.36,0.739,0.885,1.24,1.14,1.56,-0.0806187051563285,10.066531957082072
GLAND,0.0,1.34,0.821,0.365,0.321,0.371,0.693,-0.0740340448151731,38.44787984112848
RPSGVENT,1.62,3.14,1.68,0.564,1.13,1.24,1.86,-0.0714489866707345,77.62254663716763
MSUMI,0.0,2.26,0.903,0.862,0.892,1.04,0.236,-0.0710270606165135,43.23325372146211
SPENCERS,1.54,4.21,0.951,2.82,1.59,1.84,1.3,-0.0470766702447713,84.93031133112595
IDFC,1.6,1.54,1.29,1.19,1.42,1.55,1.16,-0.0425376864820632,49.39605558855321
VISAKAIND,1.15,2.66,0.453,-0.0444,0.802,0.635,0.576,-0.0414103948304865,57.14099828758279
NESTLEIND,0.42,0.641,0.58,0.497,0.477,0.534,0.551,-0.0393910164247844,29.775440297565936
ROSSELLIND,1.48,3.07,1.65,1.0,1.76,1.74,1.79,-0.0246624176364056,54.96941301143045
APLAPOLLO,1.04,1.6,0.987,0.145,1.07,1.07,1.04,-0.0225616037231761,30.730033760481785
MAHSCOOTER,0.971,2.29,0.846,0.962,1.05,0.848,0.514,-0.0080006056484536,79.67733121105458
EASTSILK,1.33,-0.546,-0.084,1.27,1.3,1.18,1.97,0.0,-10.000002384185793
GODHA,0.0,3.1,1.08,1.5,0.35,0.377,1.98,0.0,-30.76921045426896
BHANDARI,2.22,3.4,1.26,-0.747,1.59,1.32,0.689,0.0,99.71954454767268
GTLINFRA,2.62,2.6,0.845,3.03,2.4,2.77,1.85,0.0,117.64705552361838
TPHQ,0.0,1.66,0.558,1.46,0.0,0.0,-0.97,0.0,30.890054643417237
ALPSINDUS,2.76,0.72,0.715,1.04,-0.327,0.27,2.08,0.0,65.38462878684369
RELCAPITAL,1.7,0.591,0.083,1.77,1.49,1.86,0.863,0.0,30.68783736229624
SPTL,2.22,2.32,0.352,-0.817,0.263,0.992,-0.276,0.0,-47.82608380164445
SHRENIK,1.68,-2.03,0.419,1.41,1.51,2.29,1.45,0.0,-23.07692025540133
MARKER0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NELCAST,1.01,2.68,1.07,-0.409,0.991,0.662,0.387,0.0,48.623379794034086
RESPONIND,1.14,0.16,0.425,0.809,1.55,1.36,0.146,0.0168450860888795,123.99057564672955
FSL,1.12,2.4,1.36,0.832,1.24,1.35,0.941,0.0247233877665327,97.50091112615192
LOYALTEX,0.0,-2.92,-0.626,0.694,0.0,0.0,0.0,0.0251658621853063,-3.87065566849321
EPL,1.01,1.28,0.709,1.11,0.749,0.843,0.662,0.0263937991888558,19.59823162438573
CARERATING,1.12,0.881,0.479,0.341,0.886,0.885,0.612,0.0347032559215276,80.42560157020132
AHLADA,0.0,3.24,1.74,0.803,0.969,0.617,1.32,0.0431246684552591,29.104064518610674
GICHSGFIN,0.98,2.99,2.03,1.28,1.62,1.48,0.912,0.0444799125307576,36.09681930195726
SANGAMIND,1.55,3.81,0.881,2.08,1.31,0.925,1.78,0.0534816543954386,92.98535194063965
TEXMOPIPES,1.01,4.87,2.25,0.134,1.21,0.988,0.194,0.0553046698223439,83.84145436106341
TITAN,1.19,1.24,1.08,0.789,1.13,1.11,1.65,0.098645635456242,46.40704441881127
THANGAMAYL,0.68,2.88,0.758,0.695,0.321,0.36,0.621,0.103043707434139,158.09683041302492
JAYBARMARU,1.52,4.1,0.991,1.33,1.29,1.17,1.75,0.1194279679149939,126.9855533149374
STEELCITY,0.689,1.44,0.945,0.394,0.343,0.529,0.359,0.1280390218627582,24.52228964692972
FEDFINA,0.0,1.42,0.846,0.0,0.0,0.0,0.0,0.1574779120017224,-9.304815010165996
ORIENTELEC,0.647,1.34,1.15,0.291,0.36,0.282,0.193,0.1654411910553996,-13.294976550066018
FOODSIN,0.0,2.69,1.93,1.17,1.17,0.96,0.317,0.1722356255683281,11.889186080085688
GPIL,0.877,1.67,0.937,1.17,1.6,1.46,1.59,0.2110785733426781,106.83196224094664
VLSFINANCE,1.42,3.46,2.24,0.647,0.922,0.499,0.359,0.2126496514695456,70.41420237065995
KAYA,1.96,2.6,1.13,0.274,1.09,1.09,0.669,0.2326560357041013,3.638552562825101
GENUSPAPER,1.57,5.92,1.89,-0.085,0.869,0.931,0.525,0.2421362970114109,48.38710427215336
TRIDENT,1.59,3.71,1.49,0.456,1.44,1.55,1.12,0.2438987173685213,44.299376542179346
FOSECOIND,0.398,0.953,0.868,0.198,0.859,0.601,0.399,0.2477548754572129,41.74812166823588
SANDHAR,1.14,4.03,1.61,1.33,0.74,0.564,1.17,0.2545501785580047,151.16506483693942
CDSL,1.09,2.74,1.18,1.24,1.35,1.22,1.19,0.2553627907040177,100.83614651863968
KSL,0.936,4.22,2.37,0.867,0.889,0.814,0.726,0.2573273270875672,199.8877563824121
KPIGREEN,0.0,1.62,1.6,1.25,0.621,-0.402,0.689,0.2574899199825815,466.97799079923794
TCIEXP,0.647,1.35,0.742,0.58,0.76,0.598,0.622,0.2595842538084013,-25.730020432731116
HEIDELBERG,1.25,1.19,0.825,0.888,0.86,1.01,1.3,0.2662808248034697,31.19484937320353
SURYALAXMI,1.71,3.35,1.45,0.516,1.02,0.805,1.1,0.2673755883456311,47.49262979460949
GRASIM,1.36,1.17,1.03,1.37,1.11,1.11,1.27,0.2711202701377996,36.13307851532291
EMMBI,0.958,2.01,0.832,0.551,0.793,0.889,0.572,0.2890129224887349,23.78121327333236
VTL,0.986,2.14,1.24,0.167,1.6,1.33,1.34,0.3060197488821463,45.23680621740587
GULPOLY,0.821,3.08,0.952,0.602,1.06,1.35,0.504,0.3188130251036272,-12.049690103242057
IGL,0.833,1.78,1.14,1.13,0.671,0.896,0.479,0.338026028090681,4.78774593038086
JUSTDIAL,1.11,2.86,0.62,0.943,1.17,1.15,1.23,0.3490331760734071,52.45350442287845
WORTH,0.474,1.85,1.04,0.277,0.595,0.274,0.239,0.3616650374299066,15.625
RANEHOLDIN,0.883,2.72,0.665,0.74,0.928,0.918,0.912,0.3672100450746901,28.758730133436245
AMBIKCO,1.07,1.38,0.56,0.875,1.35,1.76,1.5,0.368223868605116,2.468046078578626
APEX,0.767,3.2,1.75,0.773,1.0,0.998,0.961,0.3719143515894465,8.08510332740144
SREEL,0.939,2.91,1.53,0.765,1.02,1.27,1.03,0.3841268343394659,74.8049145890529
AARTIDRUGS,1.22,1.81,0.941,0.614,0.568,0.745,0.684,0.3973877401556714,38.01153137126814
PURVA,2.14,6.92,3.09,1.08,1.82,1.96,1.83,0.413564924474359,268.9340654448732
KHADIM,1.13,1.99,0.452,-1.15,0.621,0.55,1.03,0.4155517725876053,76.0145646017206
NARMADA,0.0,1.85,0.466,1.06,0.0,0.0,0.2,0.4201696835099447,12.470586440142464
MAHEPC,0.957,3.68,1.47,0.883,0.734,0.537,0.425,0.4227423267998509,43.80847120619428
INDIGOPNTS,0.0,0.653,0.499,0.297,0.71,0.75,1.15,0.4465463977981009,31.84664208600922
SULA,0.0,2.86,1.45,0.413,0.0,0.0,0.0,0.4481893249750109,57.12209447859471
HATHWAY,1.28,3.51,1.82,0.199,1.02,0.964,1.0,0.4545471884987571,63.70370652940538
SAMPANN,2.43,1.01,-0.196,1.48,1.84,1.48,2.28,0.4629647208502606,56.67870155420678
DIVGIITTS,0.0,1.17,0.661,0.729,0.0,0.0,0.0,0.4766444163269622,27.14112169573168
MOHITIND,1.5,1.49,1.61,1.1,1.09,0.838,0.703,0.4901979575474675,50.73528988963605
JINDALPHOT,0.0056,2.33,2.14,-2.34,0.68,0.285,-0.525,0.492688450547029,92.7497987872773
DHUNINV,1.48,3.19,1.73,0.206,0.556,0.828,1.46,0.503470511626092,105.47340914437396
AFFLE,1.24,1.98,1.17,0.861,1.13,1.06,1.04,0.5550758382639684,13.17052880223431
IRISDOREME,0.0,2.68,1.61,0.267,0.286,-0.118,-0.619,0.5559043787542607,22.29567985518822
SKFINDIA,0.862,0.969,0.378,0.324,0.809,1.27,0.446,0.5591778926482873,4.73826777177567
GODREJPROP,2.04,1.89,1.29,1.69,1.69,1.93,1.78,0.5833014634981863,136.66352083826314
SMLISUZU,1.61,3.81,1.09,-0.557,1.24,1.54,0.503,0.5861906683645537,144.92465169178277
SHANTI,0.0,0.712,-0.503,-0.943,0.165,-0.0401,-0.672,0.5865125275335017,11.363636645122297
MANINDS,1.38,2.69,0.806,0.563,1.12,1.05,0.883,0.5900508934260061,324.3506489485266
OMINFRAL,1.52,3.38,0.842,0.796,1.62,1.51,1.71,0.6082333477750448,283.10627569658504
NDLVENTURE,0.137,3.09,1.98,0.096,0.366,0.235,-0.708,0.628932303314612,-9.565217391304348
VALIANTLAB,0.0,3.1,1.79,0.0,0.0,0.0,0.0,0.6371377623264024,-2.5844310698880326
INDUSINDBK,1.33,1.4,1.33,1.08,1.43,1.56,1.47,0.6450824050808223,47.06060028218126
HAVELLS,1.07,1.52,0.73,1.01,0.655,0.769,0.767,0.6460377894458936,29.816646426719963
PFC,1.22,3.24,2.2,1.6,1.55,1.87,1.78,0.6489411696387296,250.4815120047926
VSTIND,0.78,1.49,0.941,0.179,0.456,0.542,1.08,0.649670386443687,17.832134972790215
MSTCLTD,1.52,4.66,2.32,1.39,1.58,1.55,1.54,0.6536320209623547,256.6579049498453
WOCKPHARMA,1.68,1.83,1.71,2.67,1.79,2.02,3.68,0.6541552131628313,263.9589383263753
RAJRATAN,0.0,1.33,0.624,0.478,1.27,1.12,0.8,0.6792935082165521,-20.10448375784795
TIPSFILMS,0.0,0.757,0.848,1.71,0.0,0.0,0.0,0.6987518789349475,64.7884055793746
GSPL,0.763,2.46,0.932,0.574,0.882,0.891,0.797,0.6991143173396549,43.65565205868199
NECLIFE,1.44,3.97,1.85,1.03,0.97,1.45,1.59,0.6993006993006993,112.38937097107784
JUBLFOOD,1.06,0.578,0.733,0.579,0.752,0.823,0.464,0.7107709130672498,6.05416923403359
PENINLAND,1.07,4.27,1.34,-0.254,1.01,0.93,1.09,0.7213664665068553,285.17240326980067
ZOTA,0.493,1.88,0.423,1.12,0.608,0.496,0.09,0.7234873927620168,78.76868738662598
NDGL,0.744,1.69,0.841,1.43,1.13,0.627,0.591,0.7262944502873169,81.88342865866424
SYNCOMF,0.0,2.52,0.805,0.745,0.0,0.0,0.0,0.740743566442419,107.6335875639708
AVANTIFEED,0.884,3.48,1.87,0.767,0.378,0.58,0.275,0.7434990953811204,46.2358081700351
LXCHEM,0.0,2.31,0.991,1.18,1.35,1.32,1.07,0.7483297364899014,1.7878700905234617
IOLCP,1.7,-0.182,0.538,1.04,1.19,1.36,0.649,0.7485363216863977,19.66546184465614
INDIANCARD,0.375,2.86,1.71,0.688,0.885,0.771,-1.08,0.7499062273935929,22.21969740611004
RELAXO,0.772,0.091,0.212,0.085,0.39,0.332,0.305,0.7552583598369,0.4512742565110542
ASTERDM,1.36,0.939,-0.119,0.571,0.794,0.904,2.0,0.7610880873455792,90.67000383269182
3MINDIA,0.484,0.692,0.536,0.497,0.683,0.835,-0.129,0.7730161065937671,34.36021934610359
NORBTEAEXP,0.0,0.096,-0.0109,0.0394,0.0,0.0,0.0,0.7843167174096201,55.757580381451234
SUPREMEINF,3.65,1.44,0.202,0.473,0.93,1.76,3.29,0.7960826867503349,258.605665864112
SIS,0.623,1.29,0.617,-0.173,0.144,0.13,0.501,0.7991953576156006,28.93653149584839
AKZOINDIA,0.265,1.6,0.769,0.252,0.361,0.359,0.062,0.8072426791407181,13.874957779405886
INOXWIND,1.78,2.17,1.26,2.23,1.41,2.6,3.4,0.8094467381791098,430.3606929936321
KOLTEPATIL,1.57,3.53,1.82,0.703,1.34,1.02,1.45,0.8335938208026407,98.7648215986099
DEEPAKNTR,1.17,1.26,1.31,0.97,1.02,1.14,1.61,0.8403743445388421,23.379364499342376
DIGISPICE,3.62,2.07,1.43,-0.757,0.531,0.185,0.77,0.8561643611917271,56.648946585511005
CMSINFO,0.0,1.67,0.883,1.01,1.19,0.899,1.01,0.8566374272535586,42.68868732690864
HECPROJECT,0.0,1.37,0.302,0.506,1.09,0.457,0.829,0.8663328240146138,172.12019340196224
SIL,0.052,1.08,1.37,0.198,0.095,-0.495,-0.476,0.8676822974374998,-20.918366320841866
CANFINHOME,1.34,2.31,1.41,1.15,1.55,1.92,2.13,0.8712624878528905,47.54961936102887
INDIANB,1.49,1.08,0.593,0.691,1.36,1.11,0.745,0.8863766538484206,90.4944277698767
ELIN,0.0,2.3,0.97,0.544,0.0,0.0,0.0,0.896120914842685,12.550904528114756
HONDAPOWER,0.566,2.29,0.425,0.184,0.853,0.194,0.966,0.9053974588282092,16.796173766901607
HNDFDS,0.984,1.5,0.39,-0.064,1.04,1.08,1.33,0.908741704582534,-5.94701721897486
SHAHALLOYS,0.0,2.14,0.794,1.73,1.12,1.13,-0.532,0.9104680731842996,30.90551377702719
ISMTLTD,0.454,2.87,1.87,0.374,0.759,0.707,0.354,0.9230784880809294,42.40232083757725
DATAPATTNS,0.0,4.9,1.47,0.363,1.37,1.44,1.68,0.936364692101526,86.41347705581033
TVSELECT,1.31,4.48,1.64,1.1,1.3,1.37,0.96,0.9495723491950464,-14.408668144139888
EMIL,0.0,1.65,1.21,-0.687,0.0,0.0,0.0,0.9495967325460932,192.3836369398273
FINEORG,0.268,0.908,0.436,1.03,0.775,0.769,0.989,0.9644498293531586,0.4785126688411814
MADRASFERT,1.62,3.97,1.69,2.5,1.84,1.14,0.728,0.9745549981044238,56.32857940421657
SWARAJENG,0.806,0.751,0.485,0.928,0.717,0.671,1.15,1.0139536444597554,48.83109934545348
CELLO,0.0,2.28,0.961,0.0,0.0,0.0,0.0,1.0200931043965566,3.820891693012827
MAYURUNIQ,1.14,0.509,0.557,0.431,0.663,0.754,0.893,1.0232272715548627,13.209496093567926
ALBERTDAVD,0.916,4.48,1.53,0.194,0.642,0.311,0.943,1.0267158570902588,122.86269317034026
HINDCON,0.0,0.796,0.735,-1.51,0.132,0.95,2.22,1.0377344095482015,233.85284401836955
OIL,0.355,1.46,1.92,0.203,0.624,-0.0128,0.945,1.0549928196492793,151.29459402810485
LIKHITHA,0.0,1.11,0.99,0.196,0.853,1.02,-0.104,1.0748485184273804,2.680166700978998
HITECHCORP,1.82,2.32,1.14,0.396,0.784,0.717,0.743,1.0814499823853327,31.01700083097375
POWERMECH,0.562,3.51,1.25,1.66,1.27,0.749,0.828,1.085131616358572,109.6992854468405
RSYSTEMS,0.621,1.17,0.694,0.473,0.907,1.05,0.543,1.1009747661581617,85.72261890635764
SOMANYCERA,1.44,0.196,0.534,0.935,0.541,0.576,1.04,1.118771692592217,30.36070578289984
SOFTTECH,0.0,3.32,1.8,0.163,0.286,0.569,0.756,1.1201014847172353,122.67900431354842
LASA,1.32,3.34,0.923,1.03,1.39,1.67,2.33,1.1214924749926989,20.489970235167156
GANDHITUBE,0.956,1.92,0.506,0.555,0.642,0.686,0.987,1.1287431296442505,49.9999939890531
PNBGILTS,1.13,3.13,1.26,0.421,0.69,0.656,0.539,1.1785232982587663,96.10829867724884
KPITTECH,0.453,1.33,0.758,0.933,1.25,0.962,0.618,1.21538987583544,85.94874616605416
SILLYMONKS,0.0,-0.233,0.835,0.819,0.393,0.558,1.55,1.2195168755581758,-6.214691152855344
CENTENKA,1.29,2.73,1.23,0.692,0.908,0.985,1.26,1.2213360165640927,20.358949255444703
SUULD,0.0,1.6,0.741,1.06,1.65,2.35,0.758,1.2269986030718378,-39.56043787136533
DEVYANI,0.0,0.631,0.362,0.922,1.3,1.53,0.967,1.2289740113025578,6.789489417293357
APOLSINHOT,0.651,3.1,0.228,-0.791,0.31,0.554,0.196,1.241698256420647,75.56460730903981
TRIGYN,1.77,4.05,1.79,1.43,1.66,1.66,1.02,1.2554086131966993,24.946579973050955
SANDUMA,0.0,2.8,1.07,0.0,0.0,0.0,0.0,1.267712219305407,53.57992373971739
VASCONEQ,1.83,6.15,2.26,-0.233,1.21,0.832,1.32,1.2747897242643822,164.32533093028553
JSWHL,1.41,3.43,0.36,0.872,0.976,1.08,0.997,1.2750056685850295,85.555275114536
RATNAMANI,0.711,2.43,1.34,0.276,0.395,0.225,0.638,1.2892678082886462,50.8966787586574
CRISIL,0.383,1.18,0.334,0.65,0.9,0.422,-0.367,1.290811808099439,51.328513344986426
KAMOPAINTS,0.0,4.0,1.39,0.722,0.0,0.0,0.0,1.315097274977818,71.00999432054661
GKWLIMITED,0.0,2.14,0.792,0.437,0.545,0.171,-0.343,1.3260854401203417,214.05331355267137
ISGEC,0.0,2.83,1.57,1.12,1.06,1.27,1.1,1.338407983086969,100.5318518494854
SHK,0.875,4.08,1.21,-0.114,0.763,0.531,0.507,1.33843360067092,102.1936128614494
AMBER,0.549,2.4,1.6,0.083,0.53,0.887,-0.189,1.3442131109724522,103.02030034252368
SIMBHALS,0.416,5.01,1.74,0.065,1.35,0.309,-0.54,1.3605429378242615,37.01149074510596
OMAXE,0.751,5.61,2.41,0.118,1.16,0.457,0.601,1.3670870624011076,85.02772883072122
